Number_1,Number_2,Number_3,Number_4,Number_5,Number_6,Number_7
58,47,47,4,22,32,85
17,10,43,76,5,30,3
46,89,72,32,64,57,73
61,38,88,43,56,56,24
90,99,14,79,27,25,60
51,92,84,45,62,49,67
38,89,67,52,86,96,18
51,82,1,24,65,19,5
32,83,72,45,33,2,70
11,66,4,89,27,10,11
36,52,42,20,14,60,4
57,38,56,9,47,15,57
24,87,37,69,59,19,43
34,68,75,56,70,54,84
13,95,6,37,98,76,73
23,24,20,3,23,75,88
5,51,91,62,12,30,54
11,32,77,50,97,55,78
62,41,93,19,58,63,48
70,19,93,73,98,91,73
62,38,50,74,80,63,77
23,64,68,83,45,67,32
66,81,87,94,34,37,68
54,32,84,37,36,56,15
8,99,84,81,9,36,83
98,63,50,57,12,99,39
14,14,54,95,65,4,21
59,74,59,69,91,84,87
35,39,75,78,30,76,60
38,8,21,6,74,94,83
12,79,22,94,73,14,73
40,55,97,44,94,37,77
68,72,7,32,1,72,65
28,41,88,90,81,21,15
31,14,35,30,38,92,49
13,86,29,99,51,19,60
57,99,9,29,87,38,51
49,73,60,40,22,12,15
67,68,17,80,65,65,56
83,66,55,74,65,73,5
69,78,35,84,27,42,73
51,41,68,38,27,89,37
63,83,76,16,36,13,75
98,57,52,51,33,36,84
34,85,74,51,96,12,3
14,33,43,73,14,37,20
38,84,68,41,61,72,41
64,45,45,29,94,82,66
1,4,56,97,77,3,3
92,55,31,24,78,21,7
47,63,6,53,33,52,90
90,1,43,54,1,64,68
94,79,76,41,45,41,2
62,1,9,4,9,33,32
80,2,95,53,17,37,62
16,79,1,73,65,38,80
35,11,94,70,92,58,84
51,2,60,57,24,33,42
23,54,46,43,9,50,19
74,46,42,80,5,2,72
29,42,90,93,72,40,27
89,63,46,44,21,80,44
37,25,81,22,60,87,75
49,33,62,74,19,50,22
85,89,61,6,36,18,6
52,48,66,60,47,79,26
25,53,73,66,23,17,88
54,60,61,69,9,61,93
33,10,3,99,49,38,37
53,66,22,36,53,39,93
21,96,72,75,69,4,59
52,6,81,58,16,95,54
40,8,48,2,99,82,43
82,38,23,4,34,80,34
13,57,35,38,75,30,89
82,48,65,97,19,46,69
23,37,79,79,84,94,60
51,42,47,63,57,34,88
63,79,42,48,64,52,89
42,99,65,28,84,73,35
82,86,32,12,22,96,41
89,6,65,38,83,40,73
77,15,66,53,46,5,55
50,68,7,31,56,35,68
12,29,95,78,98,61,47
2,86,23,55,94,74,72
35,34,91,44,53,93,17
54,21,12,26,54,86,55
61,8,7,28,42,61,94
77,20,51,66,11,48,29
87,18,38,61,65,44,29
92,18,2,24,15,93,81
71,58,25,41,85,82,9
38,31,24,8,41,78,36
18,98,76,68,39,79,82
22,68,78,46,58,84,39
37,13,18,53,78,34,64
50,84,14,58,40,50,53
51,97,11,59,10,82,76
70,13,47,97,55,18,30
49,58,81,23,4,3,89
1,19,15,29,72,80,77
64,95,8,46,52,41,24
95,11,15,45,39,97,28
57,28,76,97,70,10,4
41,39,3,48,30,90,22
91,68,25,85,55,16,16
96,60,26,48,4,1,29
45,49,96,18,12,39,42
48,68,66,67,15,2,54
11,59,64,49,82,43,43
14,73,98,44,20,89,37
52,70,20,41,16,12,27
14,86,18,76,68,4,35
95,77,2,66,28,47,24
25,58,28,27,33,37,41
77,27,51,90,77,55,75
66,30,68,40,10,57,6
83,8,17,60,37,10,54
93,78,4,88,13,65,23
37,41,52,75,9,89,54
15,97,87,37,57,11,87
87,21,66,12,69,91,28
31,5,33,82,99,57,80
40,22,49,35,59,50,30
38,1,35,69,63,41,17
7,64,75,65,21,72,48
3,1,67,69,2,61,66
76,69,85,46,65,45,78
55,59,46,24,91,51,8
57,61,66,2,42,48,24
62,70,82,5,56,79,18
69,72,41,82,36,50,77
93,80,59,47,28,19,89
70,45,69,10,15,67,16
16,85,12,98,69,52,91
59,3,34,37,14,17,29
9,89,80,10,20,39,56
28,86,97,49,41,1,72
91,76,85,59,90,86,16
51,39,31,87,50,78,10
63,13,24,50,27,67,19
75,65,99,73,88,32,51
57,3,72,87,37,30,42
4,67,58,49,81,47,24
36,5,94,47,50,9,12
87,50,44,71,92,37,74
42,6,20,41,19,97,49
3,49,42,45,25,99,1
66,96,88,17,89,76,48
28,86,42,60,74,96,69
34,30,7,45,89,73,28
47,4,88,57,83,6,26
35,59,50,51,15,81,59
20,74,52,43,40,63,49
90,57,65,44,87,28,32
1,89,5,63,51,29,66
11,63,28,35,99,2,81
62,97,45,14,46,79,14
76,66,4,65,48,11,75
48,39,95,59,96,30,90
4,79,5,49,78,17,94
80,80,99,31,55,21,58
15,62,8,2,79,46,67
73,12,8,1,81,38,91
12,31,33,7,20,37,93
37,83,56,50,64,37,55
87,69,96,77,36,40,76
22,31,86,93,21,83,33
88,47,66,18,96,62,32
50,96,56,43,86,13,50
49,92,8,26,61,38,68
52,47,11,40,92,21,25
93,7,67,25,54,51,64
4,88,83,17,22,51,75
74,49,91,42,99,38,66
34,39,75,20,74,91,14
10,97,77,99,17,7,46
97,48,50,54,98,59,4
37,81,38,42,9,30,94
7,11,81,78,56,26,91
50,59,42,9,19,25,41
84,69,3,10,80,23,43
95,86,65,82,66,7,68
35,88,80,9,9,53,1
97,41,31,50,83,11,83
36,33,64,45,32,26,97
85,99,57,22,54,42,68
39,45,68,62,95,14,19
78,79,54,7,22,27,79
81,35,65,25,70,57,33
24,46,90,34,52,81,22
18,53,96,13,23,62,26
7,96,52,40,53,81,99
39,77,12,77,54,76,76
84,97,64,32,78,63,24
58,19,50,27,17,44,94
71,38,57,18,96,47,19
96,55,87,8,19,15,50
96,7,1,76,33,39,29
52,77,97,58,54,45,95
37,14,35,75,4,24,36
46,55,41,30,58,59,57
59,27,61,11,53,7,30
54,93,57,84,30,15,1
64,13,79,28,67,34,8
65,42,91,33,10,51,56
55,14,25,7,65,34,24
23,93,2,26,3,46,13
21,93,81,96,7,44,13
98,63,32,52,29,87,60
95,86,22,6,18,18,51
57,71,64,8,97,74,39
26,84,28,6,25,85,3
47,82,31,60,31,71,36
88,61,54,36,94,24,11
23,99,9,55,57,15,47
87,6,80,63,41,13,94
76,31,74,57,1,3,5
80,23,66,3,6,80,71
89,24,49,97,50,77,49
24,57,67,41,87,44,77
17,45,38,54,78,47,40
32,64,85,93,85,26,26
92,12,89,87,77,24,89
59,44,81,47,10,25,68
87,53,86,30,79,57,6
65,66,43,90,72,88,76
30,27,94,47,43,44,12
26,85,58,24,17,39,96
82,87,78,96,1,36,77
55,70,77,15,93,34,43
10,44,8,39,53,32,22
38,55,86,46,50,39,65
68,4,55,59,23,40,57
69,33,61,45,22,57,15
86,87,36,49,97,77,20
35,18,36,85,8,43,22
33,53,29,65,42,46,98
28,54,48,94,78,64,32
89,98,17,54,56,96,6
25,4,33,86,41,61,95
89,19,66,22,88,28,83
14,71,84,17,59,18,76
92,11,88,9,54,17,44
66,79,13,33,43,3,22
25,21,41,37,13,16,44
57,81,89,27,28,87,51
70,97,81,20,39,70,95
99,73,30,67,56,54,59
7,73,44,72,27,83,38
91,35,34,92,72,51,50
77,92,21,72,9,23,19
8,38,75,70,35,29,36
94,54,51,22,78,48,52
1,53,85,68,23,31,79
6,70,58,41,40,71,59
6,49,26,3,49,82,37
76,93,76,27,57,38,37
55,8,68,84,7,66,27
3,40,95,39,68,84,36
88,90,70,62,77,79,71
44,77,38,10,8,27,20
19,96,78,21,73,10,65
55,21,38,86,35,27,53
25,27,23,70,27,8,74
52,40,18,18,68,30,97
86,96,88,32,60,55,38
59,29,35,70,41,26,43
32,73,81,26,96,30,65
43,6,17,20,4,33,60
72,63,21,72,41,67,84
21,50,6,31,9,54,35
50,17,73,58,14,78,97
55,13,28,11,43,10,53
17,23,30,88,90,20,18
34,78,28,53,74,33,22
58,32,50,33,12,1,25
18,9,36,76,24,90,26
62,7,24,12,19,88,61
95,96,15,94,6,25,72
71,33,3,65,79,33,32
9,53,74,51,98,33,17
38,49,51,96,4,36,98
86,16,37,47,75,17,67
21,6,61,88,51,19,17
92,64,30,2,79,18,9
20,9,48,31,83,31,90
18,88,72,45,5,45,79
24,1,91,72,99,45,60
25,69,57,74,51,21,59
50,81,26,32,46,93,27
48,59,34,97,69,55,47
46,8,19,60,53,55,13
49,79,81,62,55,52,37
20,98,37,72,51,64,9
62,84,65,68,30,71,27
89,76,9,96,69,32,59
43,65,93,47,42,16,32
7,22,37,73,28,91,27
54,65,36,47,32,57,48
4,60,13,31,71,50,42
15,32,30,11,67,17,31
25,11,44,81,18,12,79
6,87,36,42,25,14,73
2,55,46,35,29,99,32
12,8,43,4,68,45,17
97,73,26,68,4,32,20
64,75,78,26,26,39,77
26,13,24,36,84,19,9
85,37,53,27,37,22,66
15,11,77,71,89,97,83
36,93,61,9,85,55,48
34,67,59,41,33,3,16
16,70,36,3,77,81,64
87,3,82,83,11,46,51
78,83,10,21,69,77,19
11,89,34,61,84,85,47
64,88,97,15,62,43,25
13,74,77,50,31,84,85
73,68,72,34,48,33,95
71,6,73,78,89,49,61
73,46,75,5,75,46,97
2,99,55,73,84,82,29
79,44,64,28,32,89,29
27,70,13,74,29,32,46
62,1,59,30,13,72,31
70,89,23,86,32,35,22
35,66,5,45,11,27,12
11,76,74,19,89,85,47
13,45,3,22,15,48,43
61,68,95,53,31,83,36
15,52,41,17,40,21,8
45,23,59,30,23,39,6
36,3,5,25,13,35,30
64,5,69,79,62,40,44
4,47,85,16,20,93,3
71,27,51,27,7,24,32
3,15,55,98,27,77,84
85,45,62,56,48,75,36
2,29,28,7,83,69,54
8,17,88,32,95,59,90
56,79,45,77,6,36,53
49,13,42,62,75,18,59
56,51,15,42,48,43,46
31,49,37,13,30,17,94
8,53,34,74,65,42,39
60,32,31,24,41,73,56
70,12,49,76,41,53,17
4,31,7,56,42,69,79
1,66,95,55,57,68,9
47,4,9,75,61,6,2
4,95,83,7,35,64,55
88,81,81,80,9,25,58
90,76,10,1,21,34,34
15,63,20,47,22,78,55
43,61,59,37,17,2,54
41,40,48,63,36,83,11
28,20,38,11,90,24,52
44,41,51,24,46,47,36
52,98,16,73,77,17,45
17,89,51,83,86,64,89
18,91,13,6,10,94,46
52,21,8,63,76,91,76
95,92,4,84,73,15,47
11,55,50,65,53,20,49
83,57,10,41,34,64,3
90,75,57,17,39,82,67
68,95,84,10,23,43,48
14,25,10,81,78,24,40
12,85,23,34,42,70,39
50,24,9,30,73,39,14
73,87,94,16,40,63,61
81,36,92,57,95,1,76
21,89,99,93,14,52,56
61,87,65,37,93,93,55
98,92,63,92,17,2,8
78,59,7,33,83,23,74
35,99,88,92,47,22,39
89,14,44,13,38,35,58
41,82,84,7,34,49,25
94,84,3,85,75,15,64
97,16,15,11,52,7,99
59,30,58,80,43,94,8
96,69,58,56,31,97,99
35,27,50,51,41,61,28
46,20,64,73,60,18,35
78,76,61,29,12,33,18
90,66,86,16,39,31,67
18,92,79,50,26,32,92
2,5,19,69,78,87,36
6,37,28,22,98,23,6
17,65,79,7,5,60,73
74,65,76,30,58,66,91
2,38,20,49,43,62,30
50,97,73,38,55,75,81
6,94,69,86,80,9,25
17,46,47,8,98,78,86
96,36,93,5,22,90,31
88,85,94,29,68,70,44
97,87,3,65,67,34,41
93,59,82,5,13,48,65
66,28,8,72,73,20,86
14,78,61,51,37,83,40
26,52,32,94,29,97,40
61,92,89,51,39,30,9
4,39,33,70,4,41,33
27,48,99,31,1,94,92
4,44,61,63,28,91,20
67,15,22,22,52,55,90
3,35,62,11,10,16,79
84,33,29,11,89,7,61
46,88,35,74,63,94,43
61,40,82,59,30,15,76
88,8,7,9,63,51,13
6,21,79,58,34,99,14
18,19,55,96,52,71,77
13,70,40,97,49,72,21
75,93,41,31,49,84,36
88,85,5,34,20,60,33
39,44,13,56,52,92,79
46,82,14,88,23,13,89
17,87,40,11,48,99,27
29,86,39,9,43,95,46
12,59,87,92,43,49,37
4,56,22,33,40,14,39
67,96,61,58,40,12,96
33,58,64,9,80,43,19
67,25,83,39,90,34,67
44,90,66,55,63,14,4
97,23,14,46,71,98,91
71,71,91,61,80,1,16
96,63,18,33,69,15,90
98,89,46,53,99,19,43
12,85,18,76,9,63,51
91,38,2,8,23,29,61
41,38,93,43,73,76,7
34,64,49,72,99,61,50
46,6,96,88,86,12,42
79,13,38,35,45,48,40
21,35,7,33,72,35,17
85,7,77,87,45,44,90
24,45,12,46,24,38,9
61,71,24,30,50,41,63
71,76,96,25,58,42,8
8,98,98,55,99,79,98
4,28,17,84,51,12,44
67,67,63,17,28,94,88
87,23,90,71,15,71,92
5,58,41,37,74,56,60
63,60,55,8,10,78,64
71,58,44,2,59,37,13
58,65,72,46,81,9,76
15,91,38,78,85,86,40
80,53,56,59,87,56,19
35,45,2,30,7,24,88
14,73,27,63,21,21,1
39,34,81,64,75,19,37
80,54,87,3,32,4,85
64,86,37,93,41,47,63
68,61,67,57,14,35,88
93,66,87,41,66,73,98
58,45,53,53,66,56,6
23,90,23,61,66,4,70
62,86,48,3,75,85,1
53,90,77,34,70,2,19
27,89,79,81,39,58,64
55,1,52,53,96,31,16
29,33,20,16,98,70,25
79,10,99,64,11,44,3
71,22,77,14,45,90,37
83,42,82,61,7,34,69
34,43,74,95,46,69,56
45,74,67,5,7,44,63
24,12,16,19,70,1,66
12,76,39,3,58,67,50
87,20,91,88,31,13,95
60,49,34,35,61,12,38
21,36,77,24,50,53,41
26,47,76,45,45,32,48
51,85,20,21,85,60,48
28,26,2,21,30,67,20
75,14,29,47,48,96,22
61,35,53,15,36,29,28
62,83,85,58,70,17,40
80,35,64,91,8,92,91
89,91,90,52,52,94,63
57,15,11,58,85,23,13
45,83,7,10,54,68,10
40,95,53,95,51,34,38
19,37,75,87,50,12,99
83,71,39,96,85,61,40
76,99,94,28,13,14,64
83,55,40,61,47,28,98
50,19,46,62,65,45,99
51,19,43,56,41,9,43
27,49,66,75,24,70,59
70,27,90,28,21,5,20
62,10,28,92,30,33,49
28,81,97,92,5,23,12
57,7,59,23,76,12,33
8,85,14,22,63,34,23
80,75,49,13,2,57,37
69,3,67,18,80,35,70
85,20,56,36,2,2,56
59,23,8,85,78,24,77
88,80,97,33,72,77,22
51,62,16,60,81,73,68
43,48,68,87,37,21,77
86,57,10,25,28,36,16
41,74,17,64,82,55,53
68,73,74,74,31,57,36
54,15,98,70,72,71,57
28,24,61,95,84,88,63
91,94,92,87,44,19,66
88,64,45,60,96,47,14
96,44,56,12,87,23,22
37,70,91,98,71,49,78
44,41,6,60,93,59,37
89,95,80,27,67,22,18
31,13,83,97,89,50,55
81,95,53,67,78,83,37
60,55,51,62,18,94,30
40,59,93,67,11,99,80
73,69,81,87,28,12,16
55,48,2,65,1,32,8
30,67,98,28,11,33,73
77,18,88,81,44,18,94
16,29,4,85,42,58,80
77,57,81,94,64,75,3
15,35,50,48,79,42,67
50,29,4,45,57,82,51
28,61,86,5,86,26,99
83,50,89,86,1,27,21
16,66,29,29,68,93,57
68,50,69,90,99,96,24
14,60,98,39,98,33,64
23,53,50,65,15,83,26
25,11,50,72,54,84,27
16,71,5,58,68,41,90
16,93,30,46,38,11,5
83,64,10,97,50,13,48
46,14,83,24,9,18,26
75,13,2,89,2,3,95
30,6,75,44,94,56,68
35,85,81,54,67,30,43
2,32,94,61,66,56,56
27,17,79,46,50,68,83
15,70,15,17,29,32,40
42,44,61,46,67,97,55
36,23,78,62,67,89,46
16,6,90,52,20,30,95
1,39,41,53,58,46,44
9,52,5,67,22,26,3
40,77,56,64,18,19,8
43,98,39,33,85,36,61
44,71,78,71,93,54,71
47,56,62,41,75,61,72
41,59,38,49,78,96,8
10,10,8,87,28,22,33
33,4,70,98,88,98,49
97,38,29,86,92,23,44
21,12,76,95,39,1,27
81,88,41,35,74,8,75
9,52,80,96,95,17,77
83,94,86,35,99,45,94
33,42,36,20,53,62,80
33,34,47,10,72,98,91
38,24,94,34,1,48,77
65,69,79,41,83,50,41
86,77,30,35,71,26,69
91,33,64,3,76,28,54
21,31,64,45,91,61,22
38,3,23,42,78,92,67
81,58,62,35,61,94,18
81,62,64,52,91,78,79
11,23,86,41,76,38,45
42,59,98,27,69,96,4
60,38,12,8,34,16,65
82,5,9,42,86,7,58
16,77,98,92,28,46,98
91,90,10,57,41,81,49
97,63,41,15,41,15,16
82,63,95,30,28,51,7
92,91,60,92,80,12,77
38,16,56,2,57,72,21
54,58,67,85,91,40,49
67,60,28,88,76,6,24
39,59,66,84,26,6,89
45,80,90,47,15,24,75
45,43,69,61,27,40,32
33,95,76,57,69,83,68
40,92,63,59,76,25,5
34,20,73,77,72,26,87
64,80,12,15,39,77,59
57,53,68,92,32,78,99
24,52,21,5,61,2,42
92,39,91,96,10,9,70
96,83,53,89,51,95,99
11,66,93,21,37,21,63
99,65,65,78,83,12,28
15,38,85,33,19,93,63
97,45,88,50,39,73,46
24,55,64,66,74,25,63
37,40,92,14,81,74,98
21,56,76,60,3,55,30
36,92,70,5,86,60,58
16,34,37,47,85,46,54
79,66,17,71,83,90,70
30,40,47,89,33,20,71
52,46,26,80,91,94,27
13,79,40,58,76,29,48
14,54,32,14,26,25,15
27,14,91,52,44,79,69
25,80,38,56,54,4,31
51,42,5,15,60,75,20
4,75,99,17,82,63,23
34,33,82,87,22,18,51
73,53,30,89,89,32,86
41,59,66,41,57,72,45
86,85,55,48,25,85,42
42,85,71,56,62,34,17
1,71,98,60,42,88,43
47,28,49,62,11,9,7
54,31,68,15,50,27,10
98,21,77,52,35,20,74
63,91,1,81,35,40,18
28,39,78,8,16,5,94
63,29,65,46,34,56,59
79,33,41,8,93,8,74
44,92,78,37,59,28,68
59,42,4,48,15,80,52
12,23,56,60,45,4,94
19,97,88,58,24,97,65
42,86,74,8,83,71,42
54,85,13,97,64,43,29
85,87,88,86,85,97,28
12,33,42,15,58,58,72
79,28,79,27,97,16,94
49,29,51,12,63,32,81
38,24,95,66,84,44,85
53,76,64,89,86,4,55
14,7,78,58,29,90,24
18,36,94,74,59,11,40
56,92,37,24,78,48,77
50,9,40,68,29,63,98
30,84,5,74,61,5,68
89,33,49,9,47,95,31
55,86,48,36,24,43,73
51,21,23,79,50,6,87
61,66,21,23,1,87,95
81,66,87,6,75,22,85
66,75,29,98,14,11,22
10,96,40,35,81,11,83
58,31,36,8,38,32,1
11,59,43,42,99,25,97
57,25,58,28,19,62,88
70,46,32,98,76,10,84
93,70,24,30,58,26,89
83,8,70,79,45,2,6
92,40,95,13,6,76,59
29,68,73,31,41,34,3
94,55,87,44,71,94,94
99,59,43,61,61,88,54
89,8,86,72,93,89,71
30,79,92,75,77,8,91
4,95,49,91,67,24,18
73,85,9,53,8,64,3
89,39,64,45,4,17,22
96,67,59,64,90,79,25
15,23,21,98,12,44,21
2,31,72,57,19,48,38
91,28,88,62,23,39,5
24,79,43,74,85,57,27
50,25,7,19,26,20,94
17,73,84,66,25,23,75
99,47,17,75,66,96,27
31,82,33,62,86,70,16
57,16,96,66,97,49,53
98,26,24,51,85,1,86
35,81,32,4,15,8,24
80,86,87,95,64,21,16
85,72,35,68,45,67,51
38,61,6,75,23,44,79
71,33,18,53,84,17,89
61,65,79,17,29,63,47
76,11,73,62,26,79,42
62,34,39,28,58,52,70
31,1,87,48,15,55,97
94,30,67,70,43,93,21
85,55,71,78,5,31,93
79,49,38,71,50,45,7
30,7,44,33,99,93,48
60,31,7,79,34,52,61
39,78,64,24,43,24,55
99,20,4,36,39,70,39
32,11,59,21,4,69,54
24,99,51,13,22,68,64
58,29,44,23,67,14,30
42,62,1,41,55,21,51
2,37,52,25,20,16,7
5,39,20,46,56,65,79
68,69,44,46,34,84,95
76,92,4,78,61,10,42
32,44,96,97,72,1,79
92,65,53,78,77,88,62
68,59,69,86,82,26,91
53,92,97,30,28,5,21
74,32,44,2,24,51,49
68,47,69,58,92,63,39
91,38,25,71,44,83,24
95,70,56,54,42,63,15
12,95,41,52,21,69,75
26,54,38,74,35,62,21
2,35,13,8,38,7,15
13,87,61,60,81,39,86
29,57,91,75,50,95,59
15,36,2,12,44,83,24
62,72,88,64,49,67,12
72,47,38,21,45,47,21
19,16,31,7,33,60,49
99,68,91,43,11,20,93
66,7,96,38,18,4,37
87,63,41,55,86,58,34
1,78,32,41,72,35,70
9,59,71,62,59,77,96
78,2,95,30,81,21,40
25,75,29,62,90,53,9
28,72,16,52,78,59,74
64,33,45,18,43,46,9
53,39,66,2,29,65,7
12,52,6,93,47,10,38
5,18,36,57,99,79,17
7,36,99,9,80,91,54
93,67,40,15,56,2,15
31,53,55,57,96,46,7
84,53,27,16,33,78,90
26,24,62,53,2,20,41
40,53,53,18,28,94,45
89,54,46,96,90,19,20
47,57,49,3,28,67,38
37,93,42,64,86,66,7
19,70,54,5,75,94,37
88,75,5,85,34,11,23
85,88,18,64,18,47,51
89,21,76,95,55,87,89
12,92,58,5,61,66,20
61,41,17,10,20,29,33
9,86,89,43,32,88,46
37,48,56,68,39,25,55
30,19,68,58,96,86,98
66,19,64,62,47,18,10
61,44,70,40,20,21,21
73,85,17,96,48,59,40
48,30,49,77,93,89,65
23,10,75,20,68,38,51
2,17,34,46,24,18,35
6,34,35,96,43,6,22
6,97,49,95,88,87,14
86,83,45,92,11,63,68
98,18,39,6,62,61,40
64,45,62,1,34,21,14
66,13,76,27,54,82,6
9,41,44,89,52,38,87
36,53,99,78,37,36,40
53,5,26,1,90,59,90
77,59,13,98,47,83,83
20,24,70,33,62,93,55
42,34,19,55,54,99,90
82,57,85,56,9,95,7
40,31,4,31,77,6,66
13,29,34,58,64,31,42
69,15,46,46,94,64,4
17,85,66,63,31,23,95
51,81,64,13,25,31,29
14,34,49,57,59,38,52
9,66,60,17,46,91,79
10,75,87,23,48,84,87
8,64,69,40,6,29,53
92,47,62,2,6,8,80
73,27,59,91,35,65,70
71,32,79,27,55,58,41
6,36,49,72,18,3,52
39,88,81,70,33,15,94
82,66,75,10,23,51,33
50,69,11,37,95,18,12
76,95,90,30,57,97,82
23,8,27,55,79,43,34
21,4,85,44,30,45,32
95,56,29,70,74,54,83
90,15,94,51,81,92,96
71,47,71,34,20,61,76
5,46,38,4,39,26,37
23,50,36,34,48,90,72
16,39,66,60,63,43,38
13,1,30,47,17,6,3
10,36,95,34,42,52,65
89,53,95,67,72,72,21
65,5,90,33,37,71,52
61,27,59,65,20,74,45
93,20,80,14,71,19,99
1,66,80,11,49,7,93
73,89,95,25,92,78,83
93,61,39,41,23,96,65
48,58,22,93,77,90,15
89,61,91,68,29,14,9
22,2,66,94,3,78,89
19,93,89,61,13,4,89
86,96,68,17,14,81,74
7,99,24,28,11,11,78
33,76,41,64,51,83,77
34,53,74,99,63,6,95
7,18,73,43,85,14,86
63,65,97,92,18,72,39
51,96,49,70,6,53,66
91,36,69,91,33,44,55
17,92,24,35,20,4,87
20,60,60,86,52,67,72
13,98,7,98,3,96,81
27,34,50,91,55,58,46
32,92,79,60,89,71,61
33,96,21,94,80,81,63
62,45,82,9,10,85,55
82,13,48,64,32,77,82
50,8,56,98,65,45,84
3,36,96,53,62,68,63
19,56,76,42,60,86,46
7,6,68,73,76,68,54
56,91,82,97,59,54,52
40,27,78,94,23,57,7
41,5,94,93,58,13,60
78,31,39,24,44,25,71
84,54,50,36,98,68,55
9,9,83,44,62,82,34
79,28,20,73,54,58,47
88,48,46,45,86,12,66
11,77,33,56,50,64,14
30,21,3,44,59,50,50
20,78,15,2,83,64,73
76,15,67,61,56,21,93
11,76,12,24,24,62,42
75,55,33,40,1,21,12
75,16,45,83,3,49,75
48,90,45,21,94,63,65
98,57,34,74,72,51,57
9,11,21,96,38,1,47
47,64,82,11,44,29,69
62,34,15,52,63,3,44
72,69,11,12,34,13,44
9,70,69,46,39,81,22
95,2,44,84,10,89,92
94,13,63,14,12,49,98
8,67,39,15,38,74,35
28,96,39,13,58,85,68
95,51,35,93,39,39,74
15,76,70,26,79,95,35
88,93,57,95,22,87,18
91,49,22,85,97,35,64
22,32,87,94,90,7,58
92,78,1,44,85,19,97
15,99,93,72,17,26,76
41,13,7,12,8,70,99
77,17,59,5,21,26,66
42,2,99,8,57,81,94
58,97,65,93,15,82,96
2,41,33,26,50,14,84
53,40,48,21,66,75,40
10,8,16,4,3,62,30
31,93,28,12,92,20,12
51,93,48,10,66,6,70
7,10,78,46,19,54,96
20,44,83,73,88,35,85
18,92,40,31,23,90,26
44,83,85,56,74,92,37
72,6,96,12,95,36,36
61,64,73,26,93,23,66
42,35,89,88,38,29,84
36,32,11,84,55,52,66
99,61,67,1,99,36,58
11,17,64,48,94,22,34
81,92,85,95,43,70,9
98,55,36,92,5,93,51
16,36,10,93,5,52,25
60,55,13,82,76,19,57
27,76,46,43,18,33,37
60,64,47,9,30,2,71
67,67,89,28,55,89,63
70,39,1,48,18,90,7
97,63,25,71,47,50,64
2,23,73,57,94,86,17
60,73,26,62,99,10,46
33,62,63,8,43,80,88
19,88,97,79,7,9,15
16,99,60,23,46,21,41
65,18,22,20,19,56,49
28,66,74,11,85,42,66
9,64,97,67,79,34,3
88,10,18,97,51,55,30
91,54,4,47,43,70,8
90,88,15,2,81,26,41
92,86,27,21,26,34,5
43,58,85,93,82,22,82
51,73,98,87,12,19,10
84,74,24,78,79,78,7
28,30,62,73,26,90,37
80,66,61,57,75,14,84
31,6,87,56,19,46,37
76,53,81,99,57,96,37
33,24,31,72,72,29,80
75,58,42,64,54,1,56
70,73,12,3,57,9,88
68,43,41,10,50,35,85
55,68,69,26,38,97,20
58,44,62,97,62,46,59
39,49,64,98,87,7,20
69,28,26,46,85,64,88
5,43,48,92,21,78,7
31,1,4,90,1,21,77
32,16,99,43,31,65,26
33,71,54,50,84,94,5
47,10,43,26,45,33,42
39,41,80,63,87,15,67
92,51,99,35,82,41,33
98,86,9,21,23,26,26
93,57,88,68,46,63,78
58,35,93,63,12,5,93
98,6,57,33,22,63,51
76,32,67,3,68,52,20
22,52,47,7,28,92,2
92,96,30,74,18,12,36
21,11,2,10,88,69,69
38,53,44,39,84,61,45
70,70,3,41,58,96,68
56,53,68,20,34,70,73
30,91,23,95,69,99,23
76,31,97,14,31,95,36
28,58,72,94,32,80,25
56,24,17,36,4,90,36
64,79,79,57,6,41,76
17,67,75,24,17,27,18
66,98,47,56,59,55,28
28,29,11,24,40,7,9
99,54,30,30,60,53,35
33,59,27,52,56,87,58
59,52,72,64,74,31,94
32,40,95,78,60,95,49
70,12,19,80,94,20,33
36,39,93,85,37,54,33
84,63,2,36,92,55,13
66,81,11,15,33,92,65
46,40,90,1,24,93,79
46,5,33,36,48,31,64
99,92,30,48,90,64,13
78,38,14,25,48,79,43
18,85,41,11,30,46,77
88,87,95,37,53,84,87
32,22,88,79,16,92,34
8,69,51,58,86,10,64
34,1,92,11,16,51,87
85,87,7,87,6,5,38
49,92,56,94,11,13,77
69,89,27,26,85,77,90
66,43,61,71,14,81,26
91,69,2,81,37,27,58
43,57,47,78,69,41,78
73,30,22,30,92,18,57
26,69,64,41,94,6,70
56,73,41,80,38,30,59
82,98,98,91,31,15,24
77,72,16,9,40,17,66
9,64,32,4,27,73,58
78,96,81,4,27,71,66
34,93,49,72,47,50,99
91,6,27,58,64,36,8
86,26,4,7,50,25,43
45,26,60,33,49,10,60
51,88,88,33,55,13,33
27,31,26,45,32,52,21
56,41,18,72,21,72,50
81,93,42,42,98,44,83
68,35,59,73,12,2,32
74,20,29,2,12,43,50
39,71,24,85,56,99,36
98,15,56,52,24,6,99
21,61,13,27,65,74,98
3,11,91,59,27,58,14
41,15,70,39,4,97,91
63,2,74,19,11,90,58
71,6,18,74,86,36,92
73,15,37,58,87,31,2
7,62,81,25,30,34,25
1,96,26,63,3,49,72
62,91,27,78,32,96,15
5,70,76,5,65,10,20
42,60,98,94,52,12,67
53,34,51,48,54,65,40
39,99,5,39,73,80,4
